run,iteration,algorithm,hv,spacing,archive_size,time
2,24,MOVNS,1319663.3992146254,0.09389232880946743,38,0.4071156978607178
2,25,MOVNS,1319663.3992146254,0.09389232880946743,38,0.4071156978607178
2,26,MOVNS,1319663.3992146254,0.09389232880946743,38,0.4071156978607178
2,27,MOVNS,1319663.3992146254,0.09389232880946743,38,0.4071156978607178
2,28,MOVNS,1319663.3992146254,0.09389232880946743,38,0.4071156978607178
2,29,MOVNS,1319663.3992146254,0.09389232880946743,38,0.4071156978607178
2,30,MOVNS,1319663.3992146254,0.09389232880946743,38,0.4071156978607178
2,1,MOEAD,587986.8847292296,0.042599742600284776,50,0.592858076095581
2,2,MOEAD,587986.8847292296,0.04229595993422159,50,1.1660346984863281
2,3,MOEAD,587986.8847292296,0.03912073343536489,50,1.7556560039520264
2,4,MOEAD,587986.8847292296,0.04071532207379097,50,2.3462021350860596
2,5,MOEAD,587986.8847292296,0.04195312872705522,50,2.953796625137329
2,6,MOEAD,587986.8847292296,0.047276266688281825,50,3.5451183319091797
2,7,MOEAD,587986.8847292296,0.04646682264334862,50,4.137195348739624
2,8,MOEAD,587986.8847292296,0.04901540022452742,50,4.710695028305054
2,9,MOEAD,587986.8847292296,0.0433821547798691,50,5.275785207748413
2,10,MOEAD,587986.8847292296,0.04966584116929013,50,5.855901718139648
2,11,MOEAD,587986.8847292296,0.04659069558698947,50,6.41592812538147
2,12,MOEAD,587986.8847292296,0.04611141540925556,50,6.98480749130249
2,13,MOEAD,587986.8847292296,0.0501977015817992,50,7.569243669509888
2,14,MOEAD,587986.8847292296,0.0501637112342036,50,8.156103610992432
2,15,MOEAD,587986.8847292296,0.04963900431097369,50,8.755742073059082
2,16,MOEAD,587986.8847292296,0.053376415001737836,50,9.350331783294678
2,17,MOEAD,587986.8847292296,0.053376415001737836,50,9.945175886154175
2,18,MOEAD,587986.8847292296,0.053376415001737836,50,10.515782117843628
2,19,MOEAD,587986.8847292296,0.05146989193883023,50,11.087692260742188
2,20,MOEAD,587986.8847292296,0.05304427209203631,50,11.661988496780396
2,21,MOEAD,587986.8847292296,0.05779270328159276,50,12.225388765335083
2,22,MOEAD,587986.8847292296,0.05826089197643863,50,12.796616554260254
2,23,MOEAD,587986.8847292296,0.058474928739015775,50,13.381232023239136
2,24,MOEAD,587986.8847292296,0.058474928739015775,50,13.978153944015503
2,25,MOEAD,587986.8847292296,0.05879360206811369,50,14.575437307357788
2,26,MOEAD,587986.8847292296,0.058383234044176245,50,15.146154165267944
2,27,MOEAD,587986.8847292296,0.05993283679083616,50,15.717242240905762
2,28,MOEAD,587986.8847292296,0.059714000470392284,50,16.282072067260742
2,29,MOEAD,587986.8847292296,0.059714000470392284,50,16.84233832359314
2,30,MOEAD,587986.8847292296,0.05975008389757383,50,17.410248279571533
3,1,MOVNS,1043438.9431126118,0.15757734181817384,11,0.01422572135925293
3,2,MOVNS,1043438.9431126118,0.15757734181817384,11,0.022580385208129883
3,3,MOVNS,1043438.9431126118,0.1739062616597968,13,0.030567169189453125
3,4,MOVNS,1043438.9431126118,0.13980746496015137,16,0.046331167221069336
3,5,MOVNS,1042583.5468509197,0.13156463033467478,21,0.07755398750305176
3,6,MOVNS,1041432.9069869518,0.12990069740074928,22,0.10439085960388184
3,7,MOVNS,1039825.6273653507,0.12736855585320625,24,0.11935806274414062
3,8,MOVNS,1208403.0763533115,0.11378805180214067,25,0.1420598030090332
3,9,MOVNS,1208403.0763533115,0.10421707838636882,26,0.15452909469604492
3,10,MOVNS,1208403.0763533115,0.10321360721009384,28,0.18799352645874023
3,11,MOVNS,1390506.35902524,0.1024928453235981,30,0.21739649772644043
3,12,MOVNS,1427745.7583367825,0.08367528739818726,30,0.23672246932983398
3,13,MOVNS,1394782.2165501118,0.08844380975772195,29,0.26190900802612305
3,14,MOVNS,1394782.2165501118,0.08417685434777229,31,0.28941869735717773
3,15,MOVNS,1394782.2165501118,0.08238263611542133,33,0.32243847846984863
3,16,MOVNS,1394782.2165501118,0.08151625270138009,34,0.3550410270690918
3,17,MOVNS,1542548.3597545624,0.08353759484039953,37,0.3811473846435547
3,18,MOVNS,1542548.3597545624,0.08275821190162673,38,0.41334009170532227
3,19,MOVNS,1542548.3597545624,0.08051711831127514,41,0.46042466163635254
3,20,MOVNS,1617788.4752569199,0.08149131551304657,42,0.491835355758667
3,21,MOVNS,1628586.6736364365,0.08783385031880175,42,0.5131497383117676
3,22,MOVNS,1628586.6736364365,0.08713044798394254,43,0.5368697643280029
3,23,MOVNS,1628586.6736364365,0.08643886692071406,44,0.5733001232147217
3,24,MOVNS,1628586.6736364365,0.08575920966364643,45,0.6068298816680908
3,25,MOVNS,1628586.6736364365,0.08509150587712422,46,0.6425325870513916
3,26,MOVNS,1628586.6736364365,0.08379179455180999,48,0.6868445873260498
3,27,MOVNS,1628586.6736364365,0.08379179455180999,48,0.7208950519561768
3,28,MOVNS,1628586.6736364365,0.08315959595018857,49,0.7591354846954346
3,29,MOVNS,1678997.062466979,0.09176940117617315,49,0.805412769317627
3,30,MOVNS,1678997.062466979,0.08959638571743683,52,0.869377851486206
3,1,MOEAD,1158867.4922049232,0.04571678749953634,50,0.5791950225830078
3,2,MOEAD,1158867.4922049232,0.04548307775208796,50,1.159785270690918
3,3,MOEAD,1158867.4922049232,0.042452827455705174,50,1.7301106452941895
3,4,MOEAD,1158867.4922049232,0.0422874279393868,50,2.3466129302978516
3,5,MOEAD,1158867.4922049232,0.04921085114677741,50,2.9428603649139404
3,6,MOEAD,1158867.4922049232,0.03839854437718095,50,3.54262638092041
3,7,MOEAD,1158867.4922049232,0.04624077572258257,50,4.120873689651489
3,8,MOEAD,1158867.4922049232,0.0465068608087558,50,4.688050746917725
3,9,MOEAD,1158867.4922049232,0.04534483877646204,50,5.253570318222046
3,10,MOEAD,1158867.4922049232,0.040886317401938696,50,5.818342685699463
3,11,MOEAD,1158867.4922049232,0.04706598783967446,50,6.385344505310059
3,12,MOEAD,1158867.4922049232,0.04142297711291347,50,6.953099250793457
3,13,MOEAD,1158867.4922049232,0.04142297711291347,50,7.538270473480225
3,14,MOEAD,1158867.4922049232,0.04142297711291347,50,8.127975225448608
3,15,MOEAD,1158867.4922049232,0.04142297711291347,50,8.729491710662842
3,16,MOEAD,1158867.4922049232,0.04142297711291347,50,9.297702074050903
3,17,MOEAD,1158867.4922049232,0.04142297711291347,50,9.864688396453857
3,18,MOEAD,1158867.4922049232,0.04862125631656733,50,10.427416563034058
3,19,MOEAD,1158867.4922049232,0.04907284266663298,50,10.99636197090149
3,20,MOEAD,1158867.4922049232,0.04907284266663298,50,11.575427770614624
3,21,MOEAD,1158867.4922049232,0.04907284266663298,50,12.166661262512207
3,22,MOEAD,1158867.4922049232,0.048577325265671954,50,12.763312578201294
3,23,MOEAD,989588.1389989229,0.04924672762005108,50,13.349153518676758
3,24,MOEAD,989588.1389989229,0.04967160788171779,50,13.91662311553955
3,25,MOEAD,989588.1389989229,0.04967160788171779,50,14.478085041046143
3,26,MOEAD,989588.1389989229,0.04967160788171779,50,15.04350471496582
3,27,MOEAD,989588.1389989229,0.04962430633824766,50,15.615972995758057
3,28,MOEAD,989588.1389989229,0.0491746714505575,50,16.188465356826782
3,29,MOEAD,989588.1389989229,0.049321897437781516,50,16.810328245162964
3,30,MOEAD,989588.1389989229,0.05018460594507436,50,17.40423345565796
4,1,MOVNS,1249316.3848788738,0.12406751561374803,14,0.026759862899780273
4,2,MOVNS,1238211.5739389658,0.1463446548763529,13,0.04024529457092285
4,3,MOVNS,991481.3278326988,0.17721445910336575,13,0.0638427734375
4,4,MOVNS,1380973.8601856232,0.1629738012110309,16,0.0752096176147461
4,5,MOVNS,1344682.697965145,0.17878665645754926,13,0.09177803993225098
4,6,MOVNS,1344682.697965145,0.17878665645754926,13,0.10785984992980957
4,7,MOVNS,1344682.697965145,0.17696244759470062,15,0.12099432945251465
4,8,MOVNS,900218.3475815058,0.18261892850694258,13,0.15051913261413574
4,9,MOVNS,1067314.58819592,0.17368218403466076,16,0.1681506633758545
4,10,MOVNS,1109371.7220660448,0.16351257728797855,19,0.1862938404083252
4,11,MOVNS,748986.6945579052,0.16547998312140302,14,0.2022991180419922
4,12,MOVNS,748986.6945579052,0.15930129061067808,16,0.23801088333129883
4,13,MOVNS,836614.7551248074,0.1418758079545728,17,0.2495739459991455
4,14,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,15,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,16,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,17,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,18,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,19,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,20,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,21,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,22,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,23,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,24,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,25,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,26,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,27,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,28,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,29,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,30,MOVNS,836614.7551248074,0.1418758079545728,17,0.26195859909057617
4,1,MOEAD,1409897.6326972628,0.0405352727362799,50,0.5987765789031982
4,2,MOEAD,1409897.6326972628,0.04221244007206808,50,1.1688551902770996
4,3,MOEAD,1409897.6326972628,0.04456941605435555,50,1.7355499267578125
4,4,MOEAD,1409897.6326972628,0.0388393896837447,50,2.3058903217315674
4,5,MOEAD,1409897.6326972628,0.04164178733941848,50,2.9015004634857178
4,6,MOEAD,1409897.6326972628,0.041945201008991774,50,3.492396354675293
4,7,MOEAD,1196580.8575482713,0.05434465279910018,50,4.1105334758758545
4,8,MOEAD,1196580.8575482713,0.05441959188639209,50,4.68973183631897
4,9,MOEAD,1196580.8575482713,0.057709126036028575,50,5.262489557266235
4,10,MOEAD,1196580.8575482713,0.05604062681785011,50,5.834086656570435
4,11,MOEAD,1196580.8575482713,0.05502775529226505,50,6.411967754364014
4,12,MOEAD,1196580.8575482713,0.054020267612098764,50,6.986315011978149
4,13,MOEAD,1196580.8575482713,0.05502348081478736,50,7.5799171924591064
4,14,MOEAD,1196580.8575482713,0.05716329682681914,50,8.172657489776611
4,15,MOEAD,1196580.8575482713,0.05716329682681914,50,8.752264738082886
4,16,MOEAD,1196580.8575482713,0.058253812227775315,50,9.319887638092041
4,17,MOEAD,1196580.8575482713,0.05759534981844885,50,9.89133620262146
4,18,MOEAD,1196580.8575482713,0.0589143759848579,50,10.46631407737732
4,19,MOEAD,1196580.8575482713,0.05309844847598475,50,11.034620523452759
4,20,MOEAD,1196580.8575482713,0.05309844847598475,50,11.60695481300354
4,21,MOEAD,1196580.8575482713,0.05309844847598475,50,12.203294038772583
4,22,MOEAD,1196580.8575482713,0.052749586600129114,50,12.79594111442566
4,23,MOEAD,1196580.8575482713,0.05540321346955309,50,13.38972783088684
4,24,MOEAD,1196580.8575482713,0.05388411128979635,50,13.956637620925903
4,25,MOEAD,1196580.8575482713,0.05315247308165612,50,14.542368412017822
4,26,MOEAD,1196580.8575482713,0.05361612514169308,50,15.108198881149292
4,27,MOEAD,1196580.8575482713,0.053739348083936586,50,15.6727933883667
4,28,MOEAD,1196580.8575482713,0.060431848801985495,50,16.24995183944702
4,29,MOEAD,1196580.8575482713,0.060385355058163684,50,16.838438510894775
4,30,MOEAD,1196580.8575482713,0.06019560803552457,50,17.423391819000244
5,1,MOVNS,1386312.7546772957,0.14398353664535193,10,0.007391691207885742
5,2,MOVNS,1395929.3889336586,0.18337246656531914,12,0.019771099090576172
5,3,MOVNS,1188773.4622119665,0.13972989271152375,14,0.04283952713012695
5,4,MOVNS,1338320.366899848,0.13282969251486285,17,0.05643582344055176
5,5,MOVNS,1500270.8677585125,0.12600146976849347,18,0.07581830024719238
5,6,MOVNS,1500270.8677585125,0.12600146976849347,18,0.09239578247070312
5,7,MOVNS,1527937.0211589336,0.05839640303044193,19,0.1101377010345459
5,8,MOVNS,1461241.4678103924,0.06262675028857943,19,0.1441812515258789
5,9,MOVNS,1602103.5577774048,0.0679997988894046,20,0.16954827308654785
5,10,MOVNS,1602103.5577774048,0.06802199493457362,23,0.20368313789367676
5,11,MOVNS,1602103.5577774048,0.0677802011505174,24,0.2297992706298828
5,12,MOVNS,1639127.8804912567,0.07332051650845202,27,0.2475414276123047
5,13,MOVNS,1639127.8804912567,0.07332051650845202,27,0.27057480812072754
5,14,MOVNS,1930087.862353325,0.07400470420873591,31,0.3007035255432129
5,15,MOVNS,1930087.862353325,0.07351565570968929,32,0.3227720260620117
5,16,MOVNS,1930087.862353325,0.0729774491724628,33,0.35515546798706055
5,17,MOVNS,1930087.862353325,0.07243277207528964,34,0.3731498718261719
5,18,MOVNS,1863109.1886675358,0.1096878165663959,33,0.4216442108154297
5,19,MOVNS,1863109.1886675358,0.09986149558531465,43,0.4981527328491211
5,20,MOVNS,1924514.145846963,0.0692706376404863,43,0.5289826393127441
5,21,MOVNS,1924514.145846963,0.06815611601913091,45,0.5734212398529053
5,22,MOVNS,1924514.145846963,0.0665616242816919,48,0.615997314453125
5,23,MOVNS,1924514.145846963,0.06554871449263594,50,0.6548855304718018
5,24,MOVNS,1924514.145846963,0.06410102032038502,53,0.7268373966217041
5,25,MOVNS,1924514.145846963,0.06410102032038502,53,0.7268373966217041
5,26,MOVNS,1924514.145846963,0.06410102032038502,53,0.7268373966217041
5,27,MOVNS,1924514.145846963,0.06410102032038502,53,0.7268373966217041
5,28,MOVNS,1924514.145846963,0.06410102032038502,53,0.7268373966217041
5,29,MOVNS,1924514.145846963,0.06410102032038502,53,0.7268373966217041
5,30,MOVNS,1924514.145846963,0.06410102032038502,53,0.7268373966217041
5,1,MOEAD,980871.1467408139,0.038057515685594075,50,0.6215519905090332
5,2,MOEAD,980871.1467408139,0.0460969427364002,50,1.1936075687408447
5,3,MOEAD,980871.1467408139,0.047023400285846596,50,1.7573938369750977
5,4,MOEAD,980871.1467408139,0.04723237140887387,50,2.3547863960266113
5,5,MOEAD,980871.1467408139,0.05735174988989508,50,2.9472968578338623
5,6,MOEAD,980871.1467408139,0.04841037710744263,50,3.541771650314331
5,7,MOEAD,980871.1467408139,0.04476913902713497,50,4.127813100814819
5,8,MOEAD,980871.1467408139,0.05743236027157997,50,4.693096399307251
5,9,MOEAD,980871.1467408139,0.04742862326215756,50,5.267485857009888
5,10,MOEAD,980871.1467408139,0.04837478007252006,50,5.834169387817383
5,11,MOEAD,980871.1467408139,0.04858674882259022,50,6.399646043777466
5,12,MOEAD,980871.1467408139,0.04990268018199058,50,6.96539568901062
5,13,MOEAD,980871.1467408139,0.04747880343854216,50,7.556421756744385
5,14,MOEAD,980871.1467408139,0.04975245117626378,50,8.137947082519531
5,15,MOEAD,980871.1467408139,0.04975245117626378,50,8.738810062408447
5,16,MOEAD,980871.1467408139,0.04949365408918106,50,9.303881406784058
5,17,MOEAD,980871.1467408139,0.04980312325435348,50,9.86801266670227
5,18,MOEAD,980871.1467408139,0.04980312325435348,50,10.430161952972412
5,19,MOEAD,980871.1467408139,0.04980312325435348,50,10.99293828010559
5,20,MOEAD,980871.1467408139,0.04980312325435348,50,11.562110424041748
5,21,MOEAD,980871.1467408139,0.04924124903960848,50,12.146839141845703
5,22,MOEAD,980871.1467408139,0.049544155128450305,50,12.732349634170532
5,23,MOEAD,980871.1467408139,0.049569600544118735,50,13.330799579620361
5,24,MOEAD,980871.1467408139,0.04948217655926144,50,13.89763879776001
5,25,MOEAD,980871.1467408139,0.04948217655926144,50,14.459733009338379
5,26,MOEAD,980871.1467408139,0.04948217655926144,50,15.021872758865356
5,27,MOEAD,980871.1467408139,0.04948217655926144,50,15.58288860321045
5,28,MOEAD,980871.1467408139,0.049578883871482134,50,16.14020586013794
5,29,MOEAD,980871.1467408139,0.04976654546806147,50,16.71615767478943
5,30,MOEAD,980871.1467408139,0.04970349358589273,50,17.306584358215332
